Date,Time,Obs Wind Speed,Obs Wind Direction,Wind Speed,Wind Direction
5/22/2017,5:00,11.20,31.66,8.96,35.23
5/22/2017,6:00,11.75,36.36,9.18,34.89
5/22/2017,7:00,12.58,42.07,8.90,33.09
5/22/2017,8:00,14.07,32.14,9.30,35.89
5/22/2017,9:00,11.58,34.97,9.64,38.27
5/22/2017,10:00,10.86,21.57,10.41,36.34
5/22/2017,11:00,9.31,28.72,10.39,36.24
5/22/2017,12:00,9.53,29.08,9.97,36.47
5/22/2017,13:00,8.64,31.71,10.40,34.79
5/22/2017,14:00,9.56,39.92,11.02,33.38
5/22/2017,15:00,11.14,27.14,11.18,32.73
5/22/2017,16:00,11.61,31.75,11.08,30.82
5/22/2017,17:00,13.45,24.08,10.89,29.71
5/22/2017,18:00,14.16,25.81,10.62,28.72
5/22/2017,19:00,14.45,22.62,10.13,30.23
5/22/2017,20:00,15.22,27.29,10.11,29.07
5/22/2017,21:00,14.59,20.66,9.88,35.49
5/22/2017,22:00,14.10,18.22,10.33,33.08
5/22/2017,23:00,13.50,15.18,10.91,30.16
5/23/2017,0:00,15.07,26.47,11.56,32.22
5/23/2017,1:00,12.31,26.00,11.87,34.24
5/23/2017,2:00,10.62,29.82,11.45,35.09
5/23/2017,3:00,10.63,31.37,11.43,32.36
5/23/2017,4:00,10.81,26.78,11.85,31.66
5/23/2017,5:00,11.98,31.63,12.10,32.11
5/23/2017,6:00,10.23,28.79,12.12,32.81
5/23/2017,7:00,8.76,32.30,11.57,31.90
5/23/2017,8:00,8.52,38.49,11.43,32.74
5/23/2017,9:00,9.74,41.91,11.69,33.75
5/23/2017,10:00,9.95,39.35,11.59,35.74
5/23/2017,11:00,9.57,38.09,11.21,36.17
5/23/2017,12:00,10.01,32.74,10.27,37.15
5/23/2017,13:00,11.78,26.14,9.04,35.91
5/23/2017,14:00,11.60,30.94,8.27,32.87
5/23/2017,15:00,11.12,35.11,7.90,31.84
5/23/2017,16:00,9.93,31.48,7.63,30.20
5/23/2017,17:00,10.15,31.91,7.76,31.73
5/23/2017,18:00,11.66,37.79,7.92,25.77
5/23/2017,19:00,10.98,37.08,8.26,31.83
5/23/2017,20:00,9.26,39.38,10.55,36.44
5/23/2017,21:00,10.62,49.66,11.60,40.31
5/23/2017,22:00,10.53,44.85,11.34,41.20
5/23/2017,23:00,12.24,37.11,11.62,41.01
5/24/2017,0:00,10.80,30.57,11.95,37.37
5/24/2017,1:00,11.61,33.05,11.97,38.32
5/24/2017,2:00,9.86,31.93,11.77,37.46
5/24/2017,3:00,7.83,30.74,11.31,36.75
5/24/2017,4:00,8.86,32.59,10.99,36.55
5/24/2017,5:00,8.59,30.25,10.47,33.94
5/24/2017,6:00,7.94,26.75,9.78,34.49
5/24/2017,7:00,7.45,26.02,8.32,29.69
5/24/2017,8:00,6.81,19.63,7.05,29.06
5/24/2017,9:00,5.98,23.15,6.46,31.20
5/24/2017,10:00,5.02,29.31,5.95,33.59
5/24/2017,11:00,4.23,28.82,5.71,34.77
5/24/2017,12:00,4.19,25.27,5.58,37.26
5/24/2017,13:00,3.53,34.80,5.38,37.64
5/24/2017,14:00,4.11,34.07,5.01,35.63
5/24/2017,15:00,4.81,31.08,4.41,25.83
5/24/2017,16:00,4.60,29.94,4.24,4.31
5/24/2017,17:00,5.08,21.64,4.73,349.63
5/24/2017,18:00,4.54,11.05,5.17,332.96
5/24/2017,19:00,3.13,12.37,6.61,329.50
5/24/2017,20:00,2.17,306.55,6.04,340.70
5/24/2017,21:00,1.92,241.47,4.62,352.69
5/24/2017,22:00,1.15,336.94,3.95,22.74
5/24/2017,23:00,2.64,55.93,4.18,30.91
5/25/2017,0:00,2.29,28.77,2.78,289.93
5/25/2017,1:00,1.82,19.42,1.73,212.68
5/25/2017,2:00,2.07,36.19,2.61,213.17
5/25/2017,3:00,2.76,46.24,2.41,208.53
5/25/2017,4:00,1.65,27.63,2.53,212.39
5/25/2017,5:00,0.72,5.47,2.79,217.15
5/25/2017,6:00,0.74,28.41,2.76,211.05
5/25/2017,7:00,2.13,217.82,2.64,201.11
5/25/2017,8:00,1.75,225.87,3.42,200.18
5/25/2017,9:00,4.19,266.65,4.34,200.88
5/25/2017,10:00,3.49,302.46,5.14,201.63
5/25/2017,11:00,4.29,191.16,5.65,202.20
5/25/2017,12:00,5.76,193.66,6.74,215.29
5/25/2017,13:00,7.41,197.89,7.73,217.10
5/25/2017,14:00,8.84,212.60,7.68,216.51
5/25/2017,15:00,9.70,209.17,8.19,215.28
5/25/2017,16:00,10.79,204.50,8.87,214.33
5/25/2017,17:00,11.48,206.34,8.97,213.43
5/25/2017,18:00,10.61,206.59,8.47,212.03
5/25/2017,19:00,9.77,211.06,7.56,210.12
5/25/2017,20:00,8.91,205.02,6.59,208.93
5/25/2017,21:00,8.71,206.64,5.28,214.26
5/25/2017,22:00,9.06,206.49,4.69,208.90
5/25/2017,23:00,7.62,203.18,4.68,200.71
5/26/2017,0:00,7.32,191.33,4.98,200.41
5/26/2017,1:00,7.47,194.00,5.17,181.77
5/26/2017,2:00,7.46,196.54,5.80,185.60
5/26/2017,3:00,6.85,200.09,5.11,191.76
5/26/2017,4:00,4.86,113.85,4.49,200.76
5/26/2017,5:00,4.82,67.51,4.14,201.45
5/26/2017,6:00,5.19,0.30,4.32,199.24
5/26/2017,7:00,5.26,186.51,4.37,202.23
5/26/2017,8:00,6.09,187.95,5.00,200.52
5/26/2017,9:00,7.27,192.08,5.43,196.35
5/26/2017,10:00,7.03,190.37,5.84,196.77
5/26/2017,11:00,7.72,195.08,6.59,197.06
5/26/2017,12:00,8.97,198.39,6.99,205.90
5/26/2017,13:00,9.99,206.75,8.12,217.27
5/26/2017,14:00,11.60,202.85,8.95,218.07
5/26/2017,15:00,11.34,216.46,9.26,218.07
5/26/2017,16:00,12.57,218.05,9.40,217.77
5/26/2017,17:00,11.77,203.78,8.88,217.34
5/26/2017,18:00,9.88,191.70,8.13,216.44
5/26/2017,19:00,6.97,201.72,7.29,213.45
5/26/2017,20:00,6.12,194.38,6.09,212.69
5/26/2017,21:00,5.89,189.73,4.42,215.90
5/26/2017,22:00,2.56,310.02,2.99,212.95
5/26/2017,23:00,3.54,21.57,1.78,192.42
5/27/2017,0:00,2.50,1.49,5.43,200.48
5/27/2017,1:00,1.76,273.01,5.02,192.04
5/27/2017,2:00,3.38,252.22,5.44,190.25
5/27/2017,3:00,3.66,352.72,5.13,190.10
5/27/2017,4:00,3.20,247.38,4.81,194.50
5/27/2017,5:00,3.18,316.28,4.19,204.59
5/27/2017,6:00,1.87,219.00,4.26,215.38
5/27/2017,7:00,0.73,19.20,3.53,207.05
5/27/2017,8:00,2.30,1.93,3.64,197.71
5/27/2017,9:00,2.54,206.64,3.16,202.81
5/27/2017,10:00,1.44,253.36,4.36,204.01
5/27/2017,11:00,2.11,51.84,4.27,206.80
5/27/2017,12:00,3.13,22.02,4.59,216.34
5/27/2017,13:00,8.09,210.12,6.28,212.54
5/27/2017,14:00,3.90,83.88,9.38,206.13
5/27/2017,15:00,2.94,55.77,7.80,204.39
5/27/2017,16:00,4.32,249.68,5.91,232.19
5/27/2017,17:00,3.87,201.31,5.18,230.78
5/27/2017,18:00,1.82,3.42,5.14,230.22
5/27/2017,19:00,3.21,16.60,2.55,315.39
5/27/2017,20:00,4.07,13.18,3.38,42.05
5/27/2017,21:00,4.69,15.23,3.99,36.74
5/27/2017,22:00,4.51,21.10,4.97,37.48
5/27/2017,23:00,5.55,38.17,5.50,43.86
5/28/2017,0:00,5.99,25.44,3.91,2.10
5/28/2017,1:00,5.60,11.26,4.26,23.77
5/28/2017,2:00,5.18,23.27,4.61,27.97
5/28/2017,3:00,4.74,18.59,5.22,33.38
5/28/2017,4:00,6.15,29.15,5.84,34.34
5/28/2017,5:00,6.27,26.19,7.81,38.87
5/28/2017,6:00,6.79,26.09,8.58,36.04
5/28/2017,7:00,7.14,27.39,8.33,31.92
5/28/2017,8:00,7.81,33.49,8.38,32.39
5/28/2017,9:00,7.87,25.90,8.25,35.46
5/28/2017,10:00,7.69,25.88,7.73,40.73
5/28/2017,11:00,6.51,26.05,6.58,40.31
5/28/2017,12:00,7.09,26.13,5.65,39.60
5/28/2017,13:00,6.88,30.89,5.47,41.36
5/28/2017,14:00,6.70,35.59,5.59,45.93
5/28/2017,15:00,7.94,46.47,6.30,30.81
5/28/2017,16:00,9.03,30.86,7.60,25.38
5/28/2017,17:00,11.59,32.51,8.58,36.74
5/28/2017,18:00,12.56,31.59,10.69,37.32
5/28/2017,19:00,12.81,30.90,10.08,40.44
5/28/2017,20:00,12.72,27.38,10.22,35.78
5/28/2017,21:00,11.90,31.11,10.38,34.35
5/28/2017,22:00,11.65,28.63,10.45,34.32
5/28/2017,23:00,12.09,37.32,9.98,36.88
5/29/2017,0:00,10.79,37.38,7.50,35.27
5/29/2017,1:00,9.78,39.55,7.97,37.31
5/29/2017,2:00,11.00,42.35,7.70,38.00
5/29/2017,3:00,12.36,41.10,7.76,33.35
5/29/2017,4:00,12.24,41.06,7.43,34.75
5/29/2017,5:00,11.15,42.87,7.46,36.43
5/29/2017,6:00,10.62,45.42,7.25,34.94
5/29/2017,7:00,10.54,39.51,6.37,29.78
5/29/2017,8:00,9.14,27.84,6.09,32.54
5/29/2017,9:00,7.28,26.71,5.93,35.27
5/29/2017,10:00,7.10,22.77,5.01,37.18
5/29/2017,11:00,7.00,22.72,3.93,41.49
5/29/2017,12:00,5.90,30.57,2.64,71.12
5/29/2017,13:00,4.51,25.79,0.96,172.86
5/29/2017,14:00,3.96,13.61,1.48,192.77
5/29/2017,15:00,1.46,66.44,8.04,171.65
5/29/2017,16:00,2.59,7.48,8.13,246.46
5/29/2017,17:00,3.85,255.68,5.49,288.51
5/29/2017,18:00,4.76,304.50,1.50,180.96
5/29/2017,19:00,5.89,7.51,1.15,98.70
5/29/2017,20:00,3.26,16.18,1.84,139.12
5/29/2017,21:00,3.17,7.04,1.98,198.14
5/29/2017,22:00,3.64,12.67,3.45,206.68
5/29/2017,23:00,3.41,26.59,3.55,199.15
5/30/2017,0:00,2.46,32.63,4.45,205.25
5/30/2017,1:00,1.59,97.41,4.50,193.88
5/30/2017,2:00,2.64,202.98,5.13,192.14
5/30/2017,3:00,2.69,250.43,5.44,198.54
5/30/2017,4:00,1.45,131.17,5.16,210.03
5/30/2017,5:00,1.05,92.12,4.42,208.87
5/30/2017,6:00,0.97,280.20,3.45,189.98
5/30/2017,7:00,4.88,0.13,3.52,175.93
5/30/2017,8:00,3.10,252.21,4.56,184.25
5/30/2017,9:00,0.88,51.01,5.90,174.71
5/30/2017,10:00,0.71,294.73,6.50,172.13
5/30/2017,11:00,0.95,278.61,5.66,190.60
5/30/2017,12:00,1.02,20.16,4.72,180.07
5/30/2017,13:00,1.59,20.60,5.47,207.45
5/30/2017,14:00,4.59,10.70,3.32,262.40
5/30/2017,15:00,2.20,10.98,4.48,278.85
5/30/2017,16:00,2.46,21.11,4.78,286.78
5/30/2017,17:00,2.65,30.69,6.25,298.40
5/30/2017,18:00,3.68,29.01,6.85,306.48
5/30/2017,19:00,1.90,352.43,6.34,323.04
5/30/2017,20:00,1.05,298.30,6.99,339.06
5/30/2017,21:00,1.91,208.19,7.94,346.61
5/30/2017,22:00,1.71,199.66,8.63,0.10
5/30/2017,23:00,1.36,15.64,7.65,6.89
5/31/2017,0:00,1.45,310.43,4.48,7.24
5/31/2017,1:00,1.86,163.73,3.62,16.31
5/31/2017,2:00,1.98,95.52,2.22,23.82
5/31/2017,3:00,1.83,301.47,0.58,132.33
5/31/2017,4:00,1.92,120.63,1.04,224.14
5/31/2017,5:00,3.29,296.60,1.80,232.90
5/31/2017,6:00,2.99,191.61,1.65,242.01
5/31/2017,7:00,2.11,197.63,1.09,192.14
5/31/2017,8:00,1.99,159.23,0.82,174.73
5/31/2017,9:00,2.79,103.13,0.99,191.53
5/31/2017,10:00,1.84,0.60,0.91,202.15
5/31/2017,11:00,2.11,195.80,0.53,263.09
5/31/2017,12:00,2.53,250.97,1.04,339.38
5/31/2017,13:00,1.86,216.88,2.86,327.07
5/31/2017,14:00,1.61,292.85,3.83,316.87
5/31/2017,15:00,2.69,9.08,4.62,311.17
5/31/2017,16:00,4.80,310.71,5.82,304.85
5/31/2017,17:00,3.20,333.38,6.79,301.09
5/31/2017,18:00,4.92,320.15,7.27,300.23
5/31/2017,19:00,3.68,346.26,7.34,304.09
5/31/2017,20:00,2.19,337.44,7.98,311.25
5/31/2017,21:00,1.84,307.47,7.07,322.90
5/31/2017,22:00,1.30,220.12,6.04,334.57
5/31/2017,23:00,1.59,53.59,5.21,358.78
6/1/2017,0:00,0.49,356.62,3.90,347.04
6/1/2017,1:00,0.67,251.44,2.70,0.44
6/1/2017,2:00,0.60,28.20,1.27,337.06
6/1/2017,3:00,1.30,30.16,0.52,238.26
6/1/2017,4:00,1.72,343.09,0.57,266.11
6/1/2017,5:00,0.71,304.57,0.44,306.75
6/1/2017,6:00,1.20,239.61,0.25,314.79
6/1/2017,7:00,0.55,255.07,0.30,152.02
6/1/2017,8:00,0.89,23.95,0.37,166.29
6/1/2017,9:00,1.24,24.60,0.17,89.29
6/1/2017,10:00,1.30,2.05,0.50,38.88
6/1/2017,11:00,1.44,310.26,2.12,33.59
6/1/2017,12:00,3.70,47.61,3.73,26.87
6/1/2017,13:00,4.89,42.69,4.28,20.75
6/1/2017,14:00,4.43,39.37,4.35,5.31
6/1/2017,15:00,4.79,27.53,4.78,344.17
6/1/2017,16:00,4.46,35.55,5.59,326.59
6/1/2017,17:00,3.09,10.15,6.87,318.88
6/1/2017,18:00,3.48,28.20,7.61,319.63
6/1/2017,19:00,2.50,285.87,8.02,325.40
6/1/2017,20:00,6.33,326.94,7.85,332.99
6/1/2017,21:00,4.61,351.93,7.35,343.26
6/1/2017,22:00,5.47,353.02,6.95,356.06
6/1/2017,23:00,1.76,343.99,6.64,2.54
6/2/2017,0:00,3.63,348.60,7.17,9.45
6/2/2017,1:00,2.69,358.42,6.76,20.46
6/2/2017,2:00,1.76,359.12,6.10,29.29
6/2/2017,3:00,1.14,40.67,5.67,30.95
6/2/2017,4:00,1.85,40.73,5.33,29.97
6/2/2017,5:00,2.18,31.79,5.30,30.69
6/2/2017,6:00,1.46,5.12,5.65,30.69
6/2/2017,7:00,3.32,27.27,5.54,27.60
6/2/2017,8:00,5.10,30.86,5.55,31.17
6/2/2017,9:00,5.19,23.52,5.36,34.87
6/2/2017,10:00,5.13,27.60,5.29,36.95
6/2/2017,11:00,4.60,32.45,5.23,38.61
6/2/2017,12:00,4.65,34.18,5.24,37.61
6/2/2017,13:00,4.53,30.60,4.84,38.37
6/2/2017,14:00,4.48,30.96,4.47,41.31
6/2/2017,15:00,5.12,37.04,4.50,38.30
6/2/2017,16:00,4.92,18.63,4.86,13.37
6/2/2017,17:00,5.52,18.51,5.70,355.29
6/2/2017,18:00,5.32,16.97,5.94,334.54
6/2/2017,19:00,5.07,7.75,6.77,334.81
6/2/2017,20:00,5.28,4.22,6.13,345.16
6/2/2017,21:00,6.49,12.84,5.87,359.45
6/2/2017,22:00,6.00,11.80,5.74,7.21
6/2/2017,23:00,5.18,10.84,5.24,13.58
6/3/2017,0:00,3.20,3.44,6.01,12.78
6/3/2017,1:00,2.76,11.08,4.91,18.20
6/3/2017,2:00,3.61,22.57,4.25,26.03
6/3/2017,3:00,4.23,8.87,4.11,31.78
6/3/2017,4:00,3.63,355.39,4.43,36.16
6/3/2017,5:00,3.55,8.20,4.65,35.88
6/3/2017,6:00,4.16,14.18,4.60,36.58
6/3/2017,7:00,5.31,20.51,4.31,34.07
6/3/2017,8:00,4.35,3.59,3.65,39.28
6/3/2017,9:00,3.88,353.49,2.86,44.82
6/3/2017,10:00,2.32,23.75,1.46,72.73
6/3/2017,11:00,2.56,10.76,0.83,181.82
6/3/2017,12:00,2.55,37.07,2.09,217.41
6/3/2017,13:00,3.44,37.79,2.84,218.87
6/3/2017,14:00,3.58,349.03,2.86,250.17
6/3/2017,15:00,1.62,25.56,3.62,301.47
6/3/2017,16:00,1.44,9.96,5.08,278.80
6/3/2017,17:00,3.10,233.79,3.92,261.66
6/3/2017,18:00,4.07,263.94,5.01,269.40
6/3/2017,19:00,4.80,353.18,4.90,284.91
6/3/2017,20:00,3.75,41.02,4.53,289.18
6/3/2017,21:00,3.77,32.17,1.96,232.17
6/3/2017,22:00,2.70,55.60,1.03,52.75
6/3/2017,23:00,1.37,33.02,2.66,25.42
6/4/2017,0:00,3.17,55.90,1.30,201.46
6/4/2017,1:00,3.61,295.19,1.20,192.45
6/4/2017,2:00,5.05,200.60,2.10,206.16
6/4/2017,3:00,2.92,308.38,2.50,209.16
6/4/2017,4:00,1.33,67.23,1.99,211.37
6/4/2017,5:00,1.54,154.84,1.68,209.58
6/4/2017,6:00,0.80,82.72,1.50,195.62
6/4/2017,7:00,1.04,41.22,0.65,167.53
6/4/2017,8:00,1.18,347.91,0.78,179.72
6/4/2017,9:00,2.59,16.04,1.33,198.37
6/4/2017,10:00,1.25,311.24,2.38,214.34
6/4/2017,11:00,2.28,195.84,2.12,220.17
6/4/2017,12:00,3.05,12.30,2.64,240.11
6/4/2017,13:00,8.67,32.95,2.07,254.32
6/4/2017,14:00,11.19,36.31,4.51,253.80
6/4/2017,15:00,10.09,28.30,6.22,303.05
6/4/2017,16:00,7.48,15.53,8.96,53.20
6/4/2017,17:00,4.60,354.42,15.23,51.33
6/4/2017,18:00,4.48,7.30,13.43,43.77
6/4/2017,19:00,6.64,7.78,9.74,39.83
6/4/2017,20:00,7.68,17.34,7.77,43.92
6/4/2017,21:00,7.91,20.52,6.32,26.38
6/4/2017,22:00,7.34,17.24,6.76,22.64
6/4/2017,23:00,6.35,14.63,5.08,26.35
6/5/2017,0:00,6.00,14.02,2.47,349.95
6/5/2017,1:00,5.16,2.67,0.94,215.67
6/5/2017,2:00,5.02,15.47,1.06,264.04
6/5/2017,3:00,6.01,26.50,0.67,319.59
6/5/2017,4:00,6.30,21.64,1.50,17.63
6/5/2017,5:00,6.83,23.43,3.87,31.08
6/5/2017,6:00,6.49,19.89,5.80,36.00
6/5/2017,7:00,7.55,23.41,5.94,32.69
6/5/2017,8:00,6.88,19.57,5.74,30.12
6/5/2017,9:00,6.19,14.61,5.09,33.10
6/5/2017,10:00,5.81,13.64,3.71,35.89
6/5/2017,11:00,5.85,15.90,1.52,72.74
6/5/2017,12:00,6.04,15.74,1.28,227.71
6/5/2017,13:00,5.28,2.59,2.20,270.08
6/5/2017,14:00,3.79,29.24,2.28,292.42
6/5/2017,15:00,3.73,34.84,3.81,307.83
6/5/2017,16:00,4.40,30.50,5.12,301.05
6/5/2017,17:00,5.94,15.69,5.86,302.59
6/5/2017,18:00,5.62,13.10,5.58,310.58
6/5/2017,19:00,6.17,1.67,5.83,317.70
6/5/2017,20:00,5.47,357.90,5.68,331.11
6/5/2017,21:00,5.88,13.31,4.51,7.05
6/5/2017,22:00,5.03,16.17,5.35,18.22
6/5/2017,23:00,3.84,19.72,5.77,40.99
6/6/2017,0:00,3.66,34.74,4.33,38.22
6/6/2017,1:00,4.15,28.74,3.32,37.72
6/6/2017,2:00,4.59,22.99,2.31,38.71
6/6/2017,3:00,3.07,42.46,1.49,24.00
6/6/2017,4:00,1.15,76.12,0.35,42.05
6/6/2017,5:00,1.65,13.08,1.08,37.70
6/6/2017,6:00,3.23,8.14,1.59,34.35
6/6/2017,7:00,4.76,33.85,2.00,37.59
6/6/2017,8:00,4.03,25.27,2.23,50.71
6/6/2017,9:00,4.10,26.55,2.82,46.39
6/6/2017,10:00,3.02,26.24,2.25,53.53
6/6/2017,11:00,2.56,25.48,1.00,221.79
6/6/2017,12:00,2.10,32.31,2.60,242.17
6/6/2017,13:00,3.54,21.92,2.18,260.08
6/6/2017,14:00,3.31,32.86,1.92,253.13
6/6/2017,15:00,2.74,21.59,2.28,264.62
6/6/2017,16:00,3.48,28.30,3.14,282.69
6/6/2017,17:00,3.96,28.66,4.18,279.38
6/6/2017,18:00,2.78,25.77,4.10,289.39
6/6/2017,19:00,1.92,58.53,3.96,308.18
6/6/2017,20:00,2.98,101.05,2.66,312.37
6/6/2017,21:00,1.13,67.30,0.81,344.48
6/6/2017,22:00,0.88,339.21,0.44,131.52
6/6/2017,23:00,1.26,213.68,1.03,154.99
6/7/2017,0:00,1.55,88.97,0.82,83.60
6/7/2017,1:00,3.31,17.38,1.70,36.76
6/7/2017,2:00,3.03,19.01,1.62,31.06
6/7/2017,3:00,2.79,45.31,1.67,34.35
6/7/2017,4:00,2.84,33.69,2.00,40.22
6/7/2017,5:00,4.11,16.83,3.26,37.18
6/7/2017,6:00,4.76,19.20,3.93,37.27
6/7/2017,7:00,5.24,23.60,4.21,34.05
6/7/2017,8:00,4.69,19.83,3.01,40.25
6/7/2017,9:00,4.37,23.38,3.66,39.06
6/7/2017,10:00,3.98,24.45,3.91,40.86
6/7/2017,11:00,4.34,21.78,2.09,61.74
6/7/2017,12:00,4.02,29.48,0.92,104.58
6/7/2017,13:00,3.57,33.64,1.14,220.81
6/7/2017,14:00,3.59,27.82,2.69,252.20
6/7/2017,15:00,3.57,27.60,1.45,336.02
6/7/2017,16:00,4.37,25.44,2.99,16.98
6/7/2017,17:00,3.48,27.40,3.57,15.83
6/7/2017,18:00,2.24,59.18,3.80,299.94
6/7/2017,19:00,4.30,58.37,6.61,312.30
6/7/2017,20:00,4.66,304.07,3.90,21.90
6/7/2017,21:00,4.06,191.09,2.96,35.58
6/7/2017,22:00,2.13,216.85,2.27,40.18
6/7/2017,23:00,0.96,61.96,4.71,31.93
6/8/2017,0:00,0.99,314.21,5.99,33.66
6/8/2017,1:00,1.03,307.82,5.54,35.25
6/8/2017,2:00,2.76,254.18,4.61,33.89
6/8/2017,3:00,3.52,302.05,3.31,25.01
6/8/2017,4:00,3.44,147.84,2.39,32.04
6/8/2017,5:00,1.88,95.76,2.27,307.52
6/8/2017,6:00,3.43,1.13,3.71,333.01
6/8/2017,7:00,6.30,355.76,4.67,25.54
6/8/2017,8:00,7.81,21.04,6.86,38.41
6/8/2017,9:00,7.02,24.92,7.60,7.72
6/8/2017,10:00,6.68,24.15,3.33,16.18
6/8/2017,11:00,6.55,23.90,5.93,359.01
6/8/2017,12:00,3.73,15.89,8.32,335.37
6/8/2017,13:00,2.73,9.73,11.63,327.61
6/8/2017,14:00,2.20,28.16,15.73,306.06
6/8/2017,15:00,3.89,359.22,14.42,296.23
6/8/2017,16:00,1.47,23.22,2.91,184.46
6/8/2017,17:00,2.73,327.53,4.39,38.69
6/8/2017,18:00,5.19,46.65,5.74,11.32
6/8/2017,19:00,4.05,27.33,9.09,38.95
6/8/2017,20:00,3.73,37.25,9.57,31.92
6/8/2017,21:00,6.85,22.92,8.25,19.84
6/8/2017,22:00,6.53,26.92,9.35,35.70
6/8/2017,23:00,4.79,30.23,9.48,37.51
6/9/2017,0:00,6.08,22.75,8.63,49.45
6/9/2017,1:00,6.18,29.27,8.34,35.39
6/9/2017,2:00,3.69,17.16,8.13,33.81
6/9/2017,3:00,2.40,358.25,7.93,35.87
6/9/2017,4:00,3.05,32.11,7.72,33.10
6/9/2017,5:00,5.92,30.65,7.54,24.55
6/9/2017,6:00,6.95,31.31,7.09,33.04
6/9/2017,7:00,4.54,29.55,7.68,37.82
6/9/2017,8:00,6.95,40.37,9.70,40.60
6/9/2017,9:00,6.55,32.76,8.73,39.06
6/9/2017,10:00,5.65,47.02,7.07,39.55
6/9/2017,11:00,6.38,42.52,5.62,30.55
6/9/2017,12:00,6.56,38.99,5.54,359.02
6/9/2017,13:00,6.41,27.72,5.96,335.35
6/9/2017,14:00,6.61,19.74,7.39,330.65
6/9/2017,15:00,4.17,350.50,7.90,329.19
6/9/2017,16:00,8.56,313.48,8.65,329.26
6/9/2017,17:00,11.49,316.77,9.77,330.72
6/9/2017,18:00,11.31,310.63,10.69,332.15
6/9/2017,19:00,11.14,334.50,10.86,331.12
6/9/2017,20:00,8.53,347.46,11.80,336.14
6/9/2017,21:00,11.49,355.36,11.38,347.33
6/9/2017,22:00,9.91,28.57,9.07,37.30
6/9/2017,23:00,12.19,50.57,10.25,39.80
6/10/2017,0:00,7.88,30.64,10.89,40.28
6/10/2017,1:00,10.99,32.15,11.24,38.50
6/10/2017,2:00,11.82,29.64,10.85,37.07
6/10/2017,3:00,10.46,29.67,10.39,37.60
6/10/2017,4:00,11.53,29.51,9.79,38.14
6/10/2017,5:00,10.08,29.60,9.12,38.41
6/10/2017,6:00,9.74,27.51,8.86,37.65
6/10/2017,7:00,9.49,30.38,8.58,37.97
6/10/2017,8:00,7.56,34.11,8.44,40.46
6/10/2017,9:00,8.18,33.34,7.84,41.20
6/10/2017,10:00,8.26,42.11,7.07,40.73
6/10/2017,11:00,7.40,39.02,6.70,36.25
6/10/2017,12:00,7.50,39.97,6.71,21.29
6/10/2017,13:00,8.43,35.69,7.13,6.12
6/10/2017,14:00,7.57,35.43,7.44,8.28
6/10/2017,15:00,7.43,37.59,7.70,7.50
6/10/2017,16:00,7.37,37.90,8.25,2.66
6/10/2017,17:00,8.23,35.54,8.79,2.51
6/10/2017,18:00,8.80,35.41,9.02,15.58
6/10/2017,19:00,10.43,34.10,9.50,29.00
6/10/2017,20:00,12.88,35.42,10.29,32.72
6/10/2017,21:00,13.69,37.38,11.17,35.01
6/10/2017,22:00,14.70,39.36,11.77,32.69
6/10/2017,23:00,13.18,38.34,11.47,31.49
6/11/2017,0:00,9.62,36.80,11.24,31.34
6/11/2017,1:00,8.79,27.09,10.66,31.38
6/11/2017,2:00,8.96,31.06,9.42,34.04
6/11/2017,3:00,8.75,25.00,9.08,36.35
6/11/2017,4:00,9.75,30.11,9.40,36.11
6/11/2017,5:00,8.88,34.07,9.90,35.71
6/11/2017,6:00,7.03,32.03,10.12,34.14
6/11/2017,7:00,7.18,31.91,8.91,31.00
6/11/2017,8:00,8.12,26.89,8.41,30.99
6/11/2017,9:00,7.77,21.16,8.30,34.43
6/11/2017,10:00,7.16,19.80,8.05,38.36
6/11/2017,11:00,7.48,23.40,7.67,39.97
6/11/2017,12:00,7.58,29.21,7.08,41.28
6/11/2017,13:00,7.39,31.32,6.52,42.15
6/11/2017,14:00,7.32,34.50,6.12,44.69
6/11/2017,15:00,7.24,33.79,5.75,45.35
6/11/2017,16:00,8.10,39.73,5.76,34.28
6/11/2017,17:00,8.08,38.28,6.53,22.61
6/11/2017,18:00,8.55,38.35,7.32,13.17
6/11/2017,19:00,9.65,37.21,8.55,35.36
6/11/2017,20:00,10.03,46.84,10.03,42.80
6/11/2017,21:00,11.37,52.28,10.27,42.34
6/11/2017,22:00,12.28,49.57,10.09,40.41
6/11/2017,23:00,12.19,46.40,9.95,38.28
6/12/2017,0:00,10.13,36.21,9.34,35.10
6/12/2017,1:00,8.01,31.67,9.06,36.09
6/12/2017,2:00,9.66,38.00,9.21,36.74
6/12/2017,3:00,9.35,33.42,9.27,34.84
6/12/2017,4:00,8.70,29.84,9.24,32.44
6/12/2017,5:00,10.47,38.90,9.57,34.08
6/12/2017,6:00,10.86,35.48,10.00,33.10
6/12/2017,7:00,10.43,31.46,9.48,31.13
6/12/2017,8:00,11.08,30.63,9.24,32.43
6/12/2017,9:00,10.79,28.18,9.06,35.14
6/12/2017,10:00,9.49,25.78,9.19,39.21
6/12/2017,11:00,10.28,29.14,9.03,40.32
6/12/2017,12:00,10.26,28.16,8.42,40.31
6/12/2017,13:00,9.56,30.83,8.03,40.35
6/12/2017,14:00,8.56,32.51,7.66,40.07
6/12/2017,15:00,7.60,34.17,7.78,41.50
6/12/2017,16:00,6.75,37.48,8.92,43.79
6/12/2017,17:00,5.53,47.63,10.22,40.87
